,제목,판매여부,저자,원가,판매가,마일리지,번역여부,엮은이,출간일,페이지,구판여부,ISBN,물류코드
0,"IT CookBook, 디지털 논리회로 실험 : 120개의 기본 실험과 12개의 텀 프로젝트",판매중," 임석구 , 홍경호 ","23,000원","23,000원(0% off)",690점 (3%),집필서,, 2014-01-08, 440 쪽,, 9788998756758,4075
0,"IT CookBook, 윈도우 프로그래밍 : Visual C++ 2010 MFC Programming",판매중," 김선우 , 신화선 ","28,000원","28,000원(0% off)",840점 (3%),집필서,, 2014-01-08, 808 쪽,, 9788998756697,4069
0,"IT CookBook, 실감나게 배우는 제어공학",판매중," 한수희 , 이영삼 , 권보규 , 권오규 , 권욱현 ","28,000원","28,000원(0% off)",840점 (3%),집필서,, 2014-01-02, 620 쪽,, 9788998756710,4071
0,"IT CookBook, 디지털 실험 : with PSpice",판매중, 홍순관 ,"16,000원","16,000원(0% off)",480점 (3%),집필서,, 2013-12-31, 292 쪽,, 9788998756772,4077
0,"IT CookBook, 디지털 공학 : 논리회로의 설계 원리",판매중," 김대정 , 모현선 ","28,000원","28,000원(0% off)",840점 (3%),집필서,, 2013-12-02, 596 쪽,, 9788998756765,4076
0,기초 선형대수학 : BASIC LINEAR ALGEBRA,판매중," 이광연 , 설한국 , 김진수 ","25,000원","25,000원(0% off)",750점 (3%),집필서,, 2013-11-02, 456 쪽,, 9788998756642,4064
0,대학수학 Plus : University Mathematics,판매중, 이재원 ,"26,000원","26,000원(0% off)",780점 (3%),집필서,, 2013-10-14, 528 쪽,, 9788998756635,4063
0,"IT CookBook, 웹 기획 기초와 설계(개정판) : 웹 사이트, 인터페이스, 디자인",판매중, 강은정 ,"23,000원","23,000원(0% off)",690점 (3%),집필서,, 2013-09-15, 432 쪽,, 9788998756604,4060
0,"IT CookBook, 단계별로 따라하며 배우는 디지털 공학 실험",판매중," 이승호 , 민경옥 ","22,000원","22,000원(0% off)",660점 (3%),집필서,, 2013-08-21, 372 쪽,, 9788998756499,4049
0,"IT CookBook, 데이터베이스 기초와 실습 : 액세스 2010",판매중, 김지연 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2013-08-21, 536 쪽,, 9788998756369,4036
0,"IT CookBook, 컴퓨터 구조와 원리 2.0 : 비주얼 컴퓨터 아키텍처",판매중, 신종홍 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2013-08-21, 640 쪽,, 9788998756314,4031
0,기초 확률과 통계 : BASIC PROBABILITY & STATISTICS,판매중, 박대수 ,"18,000원","18,000원(0% off)",540점 (3%),집필서,, 2013-08-21, 384 쪽,, 9788998756543,4054
0,"IT CookBook, 전자기학 : ELECTROMAGNETICS",판매중," Arlon T. Adams , Jay Kyoon Lee(이재균) ","30,000원","30,000원(0% off)",900점 (3%),번역서," 유태훈 , 허노정 ", 2013-08-19, 640 쪽,, 9788998756284,4028
0,"IT CookBook, OpenGL로 배우는 3차원 컴퓨터 그래픽스",판매중, 주우석 ,"38,000원","38,000원(0% off)","1,140점 (3%)",집필서,, 2013-08-18, 908 쪽,, 9788998756505,4050
0,"IT CookBook, 인공지능 개론",판매중, 마이클 네그네빗스키 ,"25,000원","25,000원(0% off)",750점 (3%),번역서, 김용혁 , 2013-08-13, 484 쪽,, 9788998756451,4045
0,"IT CookBook, 현대 반도체 소자 공학 : Modern Semiconductor Devices for Integrated Circuits",판매중, 첸밍 후(Chenming Calvin Hu) ,"25,000원","25,000원(0% off)",750점 (3%),번역서," 권기영 , 신형철 , 이종호 ", 2013-08-13, 456 쪽,, 9788998756390,4039
0,"IT CookBook, 디지털 신호 처리 : 기본 이론부터 MATLAB 실습까지",판매중, 이철희 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2013-07-31, 640 쪽,, 9788998756307,4030
0,"IT CookBook, enjoy design 포토샵 CS6",판매중, 이영주 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2013-07-28, 522 쪽,, 9788998756352,4035
0,"IT CookBook, TCP/IP 윈도우 소켓 프로그래밍",판매중, 김선우 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2013-07-28, 604 쪽,, 9788998756444,4044
0,"IT CookBook, 초보자의 첫 번째 파워포인트 2010",판매중, 최희식 ,"10,000원","10,000원(0% off)",300점 (3%),집필서,, 2013-07-28, 176 쪽,, 9788998756536,4053
0,"IT CookBook, 전자회로 : 핵심 개념부터 응용까지",판매중," 강문식 , 신경욱 ","32,000원","32,000원(0% off)",960점 (3%),집필서,, 2013-07-25, 860 쪽,, 9788998756482,4048
0,"IT CookBook, 데이터베이스 관리와 실습(개정판) : MS SQL Server 2008",판매중, 손광수 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2013-07-02, 584 쪽,, 9788998756468,4046
0,"IT CookBook, 마이크로컨트롤러 AVR ATmega128 : 상태도를 이용한 시스템 설계",판매중, 이상설 ,"29,000원","29,000원(0% off)",870점 (3%),집필서,, 2013-07-02, 604 쪽,, 9788998756376,4037
0,"IT CookBook, 자바로 배우는 쉬운 자료구조",판매중, 이지영 ,"24,800원","24,800원(0% off)",744점 (3%),집필서,, 2013-07-02, 536 쪽,, 9788998756420,4042
0,"IT CookBook, 프로그래밍 언어론 : 쉽게 배우는 언어의 원리와 구조",판매중," 김종훈 , 김종진 ","20,000원","20,000원(0% off)",600점 (3%),집필서,, 2013-07-02, 384 쪽,, 9788998756437,4043
0,"IT CookBook, SQL Server로 배우는 데이터베이스 개론과 실습",판매중," 박우창 , 남송휘 ","27,000원","27,000원(0% off)",810점 (3%),집필서,, 2013-07-01, 576 쪽,, 9788998756246,4024
0,"IT CookBook, C++ 하이킹 : 객체지향과 만나는 여행",판매중," 성윤정 , 김태은 ","25,000원","25,000원(0% off)",750점 (3%),집필서,, 2013-06-19, 676 쪽,, 9788998756215,4021
0,"IT CookBook, 반도체 공학 연습문제 풀이집",판매중, 김동명 ,"22,000원","22,000원(0% off)",660점 (3%),집필서,, 2013-05-31, 336 쪽,, 9788998756239,4023
0,"IT CookBook, C 프로그래밍",판매중," 강동진, 하숙정, 임수연, 송무희, 박보석 ","24,000원","24,000원(0% off)",720점 (3%),집필서,, 2013-03-20, 652 쪽,, 9788998756161,4016
0,"IT CookBook, 컴퓨터 활용 : 윈도우 7, 한글 2010, 엑셀 2010, 파워포인트 2010",판매중," 김주영 , 정영준 ","21,000원","21,000원(0% off)",630점 (3%),집필서,, 2013-03-20, 496 쪽,, 9788998756154,4015
0,"IT CookBook, 초보자의 첫 번째 엑셀 2010",판매중, 양숙희 ,"10,000원","10,000원(0% off)",300점 (3%),집필서,, 2013-03-12, 152 쪽,, 9788998756109,4010
0,"IT CookBook, 개념이 보이는 물리전자공학",판매중, 이현용 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2013-02-28, 416 쪽,, 9788998756031,4003
0,문제해결력을 키우는 이공계 글쓰기 : 발표와 토론까지,판매중, 한성우 ,"18,000원","18,000원(0% off)",540점 (3%),집필서,, 2013-02-28, 396 쪽,, 9788998756024,4002
0,"진로개발과 직업세계 : 대학생과 청년층을 위한 진로, 취업지침서",판매중," 서일수 , 김도균 , 김지혜 , 이정배 ","20,000원","20,000원(0% off)",600점 (3%),집필서,, 2013-02-28, 392 쪽,, 9788998756048,4004
0,Essential Calculus,판매중, James Stewart ,"36,000원","36,000원(0% off)","1,080점 (3%)",원서,, 2012-07-08, 960 쪽,, 9781133492566,7999
0,"IT CookBook, 디지털 통신 시스템 : Digital Communication Systems",판매중," 정호영 , 임승각 ","25,000원","25,000원(0% off)",750점 (3%),집필서,, 2011-01-31, 576 쪽,, 9788979147988,1798
0,"IT CookBook, 운영체제론 : Operating Systems, 3rd Ed",판매중," 하비 디텔 , 폴 디텔 , 데이빗 쇼픈스 ","32,000원","32,000원(0% off)",960점 (3%),번역서, 송경희 , 2009-09-04, 860 쪽,, 9788979146844,1684
