,제목,판매여부,저자,원가,판매가,마일리지,번역여부,엮은이,출간일,페이지,구판여부,ISBN,물류코드
244,"Introduction To Algorithms, Third Edition",판매중," 토머스 코멘 , 찰스 레이서손 , 로날드 리베스트 , 클리포드 스타인 ","47,000","47,000","1,410",번역서," 문병로 , 심규석 , 이충세 ", 2014-07-10, 1348 ,,9791156641131,4113
245,이공계생을 위한 확률과 통계 : Forward-Looking Probability and Statistics,판매중, 안승철 ,"23,000","23,000",690,집필서,, 2014-07-10, 408 ,,9791156641223,4122
246,공학 기초수학 : Basic Mathematics for Engineering,판매중, 함남우 ,"18,000","18,000",540,집필서,, 2014-07-07, 412 ,,9791156641179,4117
247,"IT CookBook, 컴퓨터 비전",판매중, 오일석 ,"35,000","35,000","1,050",집필서,, 2014-07-01, 600 ,,9791156641216,4121
248,실전으로 배우는 발명·특허,판매중, 윤상원 ,"22,000","22,000",660,집필서,, 2014-06-30, 300 ,,9791156641162,4116
249,설계 프로세스로 배우는 창의적 공학설계,판매중, 노승환 ,"20,000","20,000",600,집필서,, 2014-06-27, 336 ,,9791156641094,4109
250,"IT CookBook, 빅데이터 컴퓨팅 기술",판매중," 박두순 , 문양세 , 박영호 , 윤찬현 , 정영식 , 장형석 ","22,000","22,000",660,집필서,, 2014-06-24, 344 ,,9791156641148,4114
251,"IT CookBook, 단계별로 배우는 전자회로 실험 : 기본 소자부터 응용 회로까지",판매중, 이강윤 ,"22,000","22,000",660,집필서,, 2014-06-05, 456 ,,9791156641117,4111
252,"IT CookBook, CMOS 디지털 집적회로 설계 : 기본 이론부터 실습까지",판매중, 신경욱 ,"26,000","26,000",780,집필서,, 2014-05-30, 464 ,,9791156641100,4110
253,"IT CookBook, 익스플로링 아두이노",판매중, JEREMY BLUM ,"27,000","27,000",810,번역서, 김찬웅 , 2014-05-26, 404 ,,9791156641070,4107
254,"IT CookBook, RF 및 초고주파 공학",판매중, 카이 창(Kai Chang) ,"24,000","24,000",720,번역서, 홍익표 , 2014-03-12, 392 ,,9791156641063,4106
255,"IT CookBook, 인터넷 이해와 활용 : 인터넷 기초부터 홈페이지 제작까지(개정2판)",판매중," 안치현 , 김형철 ","22,000","22,000",660,집필서,, 2014-03-12, 460 ,,9791156641056,4105
256,"IT CookBook, 엑셀 2010 실무와 활용",판매중, 전미진 ,"19,000","19,000",570,집필서,, 2014-02-24, 428 ,,9788998756802,4080
257,"IT CookBook, 엑셀과 파워포인트 2010 실무와 활용",판매중," 전미진 , 고경희 ","21,000","21,000",630,집필서,, 2014-02-24, 648 ,,9788998756789,4078
258,"IT CookBook, 파워포인트 2010 실무와 활용",판매중, 고경희 ,"19,000","19,000",570,집필서,, 2014-02-24, 448 ,,9788998756949,4094
259,"IT CookBook, ASP.NET 4.0 프로그래밍",판매중, 김동아 ,"28,000","28,000",840,집필서,, 2014-02-19, 684 ,,9791156641025,4102
260,"IT CookBook, 초보자의 첫 번째 워드 2010",판매중, 최희식 ,"10,000","10,000",300,집필서,, 2014-02-19, 160 ,,9788998756987,4098
261,"IT CookBook, 파워포인트 2007 실무와 활용",판매중, 고경희 ,"18,000","18,000",540,집필서,, 2014-02-17, 420 ,,9788998756901,4090
262,"IT CookBook, New 인터넷 이해와 활용",판매중, 김경신 ,"25,000","25,000",750,집필서,, 2014-01-09, 464 ,,9788998756703,4070
263,"IT CookBook, 프로젝트로 배우는 자바 웹 프로그래밍",판매중, 황희정 ,"26,000","26,000",780,집필서,, 2014-01-09, 692 ,,9788998756680,4068
264,"IT CookBook, 디지털 논리회로 실험 : 120개의 기본 실험과 12개의 텀 프로젝트",판매중," 임석구 , 홍경호 ","23,000","23,000",690,집필서,, 2014-01-08, 440 ,,9788998756758,4075
265,"IT CookBook, 윈도우 프로그래밍 : Visual C++ 2010 MFC Programming",판매중," 김선우 , 신화선 ","28,000","28,000",840,집필서,, 2014-01-08, 808 ,,9788998756697,4069
266,"IT CookBook, 실감나게 배우는 제어공학",판매중," 한수희 , 이영삼 , 권보규 , 권오규 , 권욱현 ","28,000","28,000",840,집필서,, 2014-01-02, 620 ,,9788998756710,4071
267,"IT CookBook, 디지털 실험 : with PSpice",판매중, 홍순관 ,"16,000","16,000",480,집필서,, 2013-12-31, 292 ,,9788998756772,4077
268,"IT CookBook, 디지털 공학 : 논리회로의 설계 원리",판매중," 김대정 , 모현선 ","28,000","28,000",840,집필서,, 2013-12-02, 596 ,,9788998756765,4076
269,기초 선형대수학 : BASIC LINEAR ALGEBRA,판매중," 이광연 , 설한국 , 김진수 ","25,000","25,000",750,집필서,, 2013-11-02, 456 ,,9788998756642,4064
270,대학수학 Plus : University Mathematics,판매중, 이재원 ,"26,000","26,000",780,집필서,, 2013-10-14, 528 ,,9788998756635,4063
271,"IT CookBook, 웹 기획 기초와 설계(개정판) : 웹 사이트, 인터페이스, 디자인",판매중, 강은정 ,"23,000","23,000",690,집필서,, 2013-09-15, 432 ,,9788998756604,4060
272,"IT CookBook, 단계별로 따라하며 배우는 디지털 공학 실험",판매중," 이승호 , 민경옥 ","22,000","22,000",660,집필서,, 2013-08-21, 372 ,,9788998756499,4049
273,"IT CookBook, 데이터베이스 기초와 실습 : 액세스 2010",판매중, 김지연 ,"24,000","24,000",720,집필서,, 2013-08-21, 536 ,,9788998756369,4036
274,"IT CookBook, 컴퓨터 구조와 원리 2.0 : 비주얼 컴퓨터 아키텍처",판매중, 신종홍 ,"25,000","25,000",750,집필서,, 2013-08-21, 640 ,,9788998756314,4031
275,기초 확률과 통계 : BASIC PROBABILITY & STATISTICS,판매중, 박대수 ,"18,000","18,000",540,집필서,, 2013-08-21, 384 ,,9788998756543,4054
276,"IT CookBook, 전자기학 : ELECTROMAGNETICS",판매중," Arlon T. Adams , Jay Kyoon Lee(이재균) ","30,000","30,000",900,번역서," 유태훈 , 허노정 ", 2013-08-19, 640 ,,9788998756284,4028
277,"IT CookBook, OpenGL로 배우는 3차원 컴퓨터 그래픽스",판매중, 주우석 ,"38,000","38,000","1,140",집필서,, 2013-08-18, 908 ,,9788998756505,4050
278,"IT CookBook, 인공지능 개론",판매중, 마이클 네그네빗스키 ,"25,000","25,000",750,번역서, 김용혁 , 2013-08-13, 484 ,,9788998756451,4045
279,"IT CookBook, 현대 반도체 소자 공학 : Modern Semiconductor Devices for Integrated Circuits",판매중, 첸밍 후(Chenming Calvin Hu) ,"25,000","25,000",750,번역서," 권기영 , 신형철 , 이종호 ", 2013-08-13, 456 ,,9788998756390,4039
280,"IT CookBook, 디지털 신호 처리 : 기본 이론부터 MATLAB 실습까지",판매중, 이철희 ,"28,000","28,000",840,집필서,, 2013-07-31, 640 ,,9788998756307,4030
281,"IT CookBook, enjoy design 포토샵 CS6",판매중, 이영주 ,"25,000","25,000",750,집필서,, 2013-07-28, 522 ,,9788998756352,4035
282,"IT CookBook, TCP/IP 윈도우 소켓 프로그래밍",판매중, 김선우 ,"25,000","25,000",750,집필서,, 2013-07-28, 604 ,,9788998756444,4044
283,"IT CookBook, 초보자의 첫 번째 파워포인트 2010",판매중, 최희식 ,"10,000","10,000",300,집필서,, 2013-07-28, 176 ,,9788998756536,4053
284,"IT CookBook, 전자회로 : 핵심 개념부터 응용까지",판매중," 강문식 , 신경욱 ","32,000","32,000",960,집필서,, 2013-07-25, 860 ,,9788998756482,4048
285,"IT CookBook, 데이터베이스 관리와 실습(개정판) : MS SQL Server 2008",판매중, 손광수 ,"25,000","25,000",750,집필서,, 2013-07-02, 584 ,,9788998756468,4046
286,"IT CookBook, 마이크로컨트롤러 AVR ATmega128 : 상태도를 이용한 시스템 설계",판매중, 이상설 ,"29,000","29,000",870,집필서,, 2013-07-02, 604 ,,9788998756376,4037
287,"IT CookBook, 자바로 배우는 쉬운 자료구조",판매중, 이지영 ,"24,800","24,800",744,집필서,, 2013-07-02, 536 ,,9788998756420,4042
288,"IT CookBook, 프로그래밍 언어론 : 쉽게 배우는 언어의 원리와 구조",판매중," 김종훈 , 김종진 ","20,000","20,000",600,집필서,, 2013-07-02, 384 ,,9788998756437,4043
289,"IT CookBook, SQL Server로 배우는 데이터베이스 개론과 실습",판매중," 박우창 , 남송휘 ","27,000","27,000",810,집필서,, 2013-07-01, 576 ,,9788998756246,4024
290,"IT CookBook, C++ 하이킹 : 객체지향과 만나는 여행",판매중," 성윤정 , 김태은 ","25,000","25,000",750,집필서,, 2013-06-19, 676 ,,9788998756215,4021
291,"IT CookBook, 반도체 공학 연습문제 풀이집",판매중, 김동명 ,"22,000","22,000",660,집필서,, 2013-05-31, 336 ,,9788998756239,4023
292,"IT CookBook, C 프로그래밍",판매중," 강동진, 하숙정, 임수연, 송무희, 박보석 ","24,000","24,000",720,집필서,, 2013-03-20, 652 ,,9788998756161,4016
293,"IT CookBook, 컴퓨터 활용 : 윈도우 7, 한글 2010, 엑셀 2010, 파워포인트 2010",판매중," 김주영 , 정영준 ","21,000","21,000",630,집필서,, 2013-03-20, 496 ,,9788998756154,4015
294,"IT CookBook, 초보자의 첫 번째 엑셀 2010",판매중, 양숙희 ,"10,000","10,000",300,집필서,, 2013-03-12, 152 ,,9788998756109,4010
295,"IT CookBook, 개념이 보이는 물리전자공학",판매중, 이현용 ,"24,000","24,000",720,집필서,, 2013-02-28, 416 ,,9788998756031,4003
296,문제해결력을 키우는 이공계 글쓰기 : 발표와 토론까지,판매중, 한성우 ,"18,000","18,000",540,집필서,, 2013-02-28, 396 ,,9788998756024,4002
297,"진로개발과 직업세계 : 대학생과 청년층을 위한 진로, 취업지침서",판매중," 서일수 , 김도균 , 김지혜 , 이정배 ","20,000","20,000",600,집필서,, 2013-02-28, 392 ,,9788998756048,4004
298,Essential Calculus,판매중, James Stewart ,"36,000","36,000","1,080",원서,, 2012-07-08, 960 ,,9781133492566,7999
299,"IT CookBook, 디지털 통신 시스템 : Digital Communication Systems",판매중," 정호영 , 임승각 ","25,000","25,000",750,집필서,, 2011-01-31, 576 ,,9788979147988,1798
300,"IT CookBook, 운영체제론 : Operating Systems, 3rd Ed",판매중," 하비 디텔 , 폴 디텔 , 데이빗 쇼픈스 ","32,000","32,000",960,번역서, 송경희 , 2009-09-04, 860 ,,9788979146844,1684
